Patient_ID,Medical_Record_Number,Visit_ID,First_Name,Last_Name,SSN,Date_of_Birth,Gender,Street_Address,City,State,Zip_Code,Phone_Number,Email,Insurance_Provider,Insurance_Policy_Num,Group_ID,Admission_Date,Discharge_Date,Attending_Physician,Facility_Name,Primary_Diagnosis_Code,Secondary_Diagnosis_Code,Procedure_Code_CPT,Medication_List,Lab_Result_ID,Blood_Type,Notes_Comments
09cc3b58-eb22-47b9-8b82-bb2a69fdbaaa,5740406,VST-52741074,Penny,Vega,367-53-3413,1964-06-08,F,5593 Debbie Burgs Suite 111,Lake Yeseniabury,WV,02780,945-962-0998x1509,marydunlap@gmail.com,UnitedHealthcare,X59083732,GRP9020,2026-01-22,2026-01-24,Dr. Castro,Thompsonport General Hospital,M54.5,J44.9,61409,"Metformin, Furosemide, Gabapentin",LAB-0855888,A-,Patient strictly confidential. HIPAA Protected.
20040e53-99a7-410d-b5b7-3998f19254b4,7997690,VST-56734579,Rebecca,Coleman,524-90-9019,2010-04-01,M,59863 Jeremy Creek Suite 985,Kevinton,GU,06835,+1-744-795-7686x50729,dalehess@gmail.com,Humana,X68322742,GRP6153,2025-08-03,2025-08-04,Dr. Armstrong,Lake Christopher General Hospital,E03.9,J44.9,26566,Metformin,LAB-1545359,B-,Patient strictly confidential. HIPAA Protected.
393b8cd7-8d52-4556-a314-4cdc0e44e507,7078949,VST-69883944,Derrick,Liu,490-03-8528,1954-01-27,F,105 Smith Islands Suite 590,Port Michaelchester,UT,24157,+1-802-770-7816x53869,thomasjackie@gmail.com,Blue Cross Blue Shield,X65703355,GRP8526,2026-01-22,2026-01-25,Dr. Roach,Thorntonside General Hospital,K21.9,E03.9,75289,"Levothyroxine, Omeprazole, Gabapentin",LAB-9050855,B-,Patient strictly confidential. HIPAA Protected.
28b1ddb5-d199-4e20-a99e-b054980a2ee8,7169161,VST-72770624,April,Martin,810-01-5728,1989-04-30,F,53585 Erik Dale Apt. 557,Ryanstad,DE,08329,338.456.9927,wilsonrebecca@hotmail.com,Medicare,X02932214,GRP6774,2024-09-07,2024-09-13,Dr. Schneider,South Cameron General Hospital,E03.9,M25.50,24720,"Simvastatin, Hydrochlorothiazide",LAB-2317126,B+,Patient strictly confidential. HIPAA Protected.
705f463b-a4f6-45f0-898f-0ab802789423,3408083,VST-18287015,Lisa,Case,048-28-2158,1992-04-14,M,20583 Shawn Loop Apt. 534,Lake Steven,PW,42341,4607330236,nraymond@yahoo.com,Kaiser Permanente,X42775880,GRP9761,2025-02-21,2025-03-02,Dr. Williams,New Paul General Hospital,M54.5,E78.5,67863,Amlodipine,LAB-6304072,O+,Patient strictly confidential. HIPAA Protected.
dafbcb07-cbf1-4c35-b1b7-766e648879ee,3465211,VST-70115283,Amy,Jones,515-51-4217,1944-09-18,F,5000 Morgan Avenue Apt. 428,Jodimouth,KS,12111,(852)374-2437,tabitha19@yahoo.com,UnitedHealthcare,X78610248,GRP1142,2024-10-27,2024-11-02,Dr. Black,Terryfurt General Hospital,F41.1,R05,22455,"Lisinopril, Simvastatin, Omeprazole",LAB-9397564,AB-,Patient strictly confidential. HIPAA Protected.
85713806-0fd0-4dec-8321-84b081e1bcf9,3810285,VST-64572475,Dustin,Schmidt,523-22-2174,2004-07-27,M,3153 Oscar Plains,Penningtonport,WV,61136,+1-646-371-5186,scottbobby@yahoo.com,Cigna,X82764153,GRP1117,2025-07-18,2025-07-20,Dr. Wilson,Collinschester General Hospital,R05,E11.9,58300,"Hydrochlorothiazide, Simvastatin, Atorvastatin",LAB-5377386,AB-,Patient strictly confidential. HIPAA Protected.
2b829d0c-63cd-475b-a16d-0ea1a49ce37b,6113759,VST-30894624,Ryan,Roberts,114-82-9830,2013-11-05,F,74559 Richard Shoal,Mclaughlinfurt,MA,16133,474.540.7025,justinjennings@gmail.com,Medicaid,X94134772,GRP7436,2024-03-27,2024-03-30,Dr. Frazier,South Lindahaven General Hospital,I10,N39.0,77392,Amlodipine,LAB-7277998,AB+,Patient strictly confidential. HIPAA Protected.
6bd6cd2c-6791-4438-8d1c-794631863dc0,3662053,VST-47218373,Isabella,Pittman,181-92-5594,1981-09-20,M,936 Anderson Skyway Apt. 336,South Sara,IN,08684,001-612-579-4620x06758,tim34@yahoo.com,Medicare,X42434918,GRP1021,2025-08-01,2025-08-05,Dr. Burton,North Kristine General Hospital,J01.90,R05,21059,Hydrochlorothiazide,LAB-7780351,A+,Patient strictly confidential. HIPAA Protected.
351e869a-8a67-44a9-8e0e-31e2affd32ee,6552958,VST-11597087,Sarah,Hanson,887-29-1419,1997-02-11,F,780 Jason Oval Apt. 700,Jordanfort,CA,46234,988.256.1998,ddean@gmail.com,Medicare,X82097508,GRP9276,2024-09-27,2024-09-29,Dr. Vargas,New Veronicaside General Hospital,F41.1,N39.0,50950,"Amlodipine, Losartan, Albuterol",LAB-5060171,B-,Patient strictly confidential. HIPAA Protected.
c9ca70df-62b7-4b5e-8552-1f08bbde8643,2758925,VST-58496041,Jeffery,Cohen,240-22-6928,1978-04-16,M,5628 Arthur Brook Apt. 239,Richardsonbury,AZ,69977,(967)883-5043,armstronggregory@yahoo.com,Medicaid,X14056759,GRP7160,2024-10-23,2024-10-27,Dr. Raymond,Chavezburgh General Hospital,B34.9,I25.10,59404,"Simvastatin, Furosemide",LAB-3642786,B+,Patient strictly confidential. HIPAA Protected.
11756fcb-5e92-411a-968a-829b96c2ad79,6898967,VST-10952551,Eileen,Weaver,243-58-7620,1987-09-27,M,49250 Brown Village,Hessmouth,IA,77608,640-983-5373x52989,salinasalicia@gmail.com,Humana,X29038648,GRP9079,2025-08-28,2025-09-01,Dr. Pham,Scottborough General Hospital,M54.5,I25.10,72328,Sertraline,LAB-9961525,B+,Patient strictly confidential. HIPAA Protected.
cfe313b1-8b74-4cb3-b7ab-8deadf48c1b4,2317434,VST-39102380,Michael,Mccarthy,599-23-2397,1996-06-26,M,90082 Alexis Motorway,Loriberg,FL,81825,913-644-6382x3163,amanning@yahoo.com,Blue Cross Blue Shield,X80612731,GRP5310,2025-03-19,2025-03-23,Dr. Morris,North Christinamouth General Hospital,M54.5,E11.9,27439,"Simvastatin, Levothyroxine, Atorvastatin",LAB-1339953,AB-,Patient strictly confidential. HIPAA Protected.
4d28626f-2fc8-48ae-942e-9ffeea94a64c,7662756,VST-84228673,Anna,May,270-54-7311,1951-04-28,F,82927 Tony Drive,Romeroborough,NE,50848,(303)464-4423x81417,connerkristin@hotmail.com,Aetna,X00473568,GRP4651,2025-03-19,2025-03-20,Dr. Vaughn,Michellemouth General Hospital,E78.5,J01.90,65741,"Albuterol, Atorvastatin",LAB-6894596,AB-,Patient strictly confidential. HIPAA Protected.
db112e44-71a8-4feb-b945-5ecb803f18d6,7575421,VST-39342427,Teresa,Cook,415-73-5786,1997-10-27,F,26187 Samantha Dale,Danielfort,MS,46280,373-971-8928x674,carrie06@yahoo.com,Kaiser Permanente,X54643986,GRP4485,2024-07-01,2024-07-07,Dr. Villarreal,Cynthiafurt General Hospital,Z00.00,I10,63945,"Metformin, Gabapentin, Levothyroxine",LAB-4186723,A-,Patient strictly confidential. HIPAA Protected.
9e54b3da-8bc1-483f-b4ba-c13babd61f67,5864430,VST-17578387,Kathleen,Mccoy,421-80-5293,1994-05-09,M,745 Amy Ford Apt. 650,New Anthony,AZ,06307,280.335.0844,emcdonald@hotmail.com,UnitedHealthcare,X22375373,GRP9158,2026-01-28,2026-02-07,Dr. Powell,Traceybury General Hospital,J01.90,B34.9,63041,"Atorvastatin, Amlodipine",LAB-0763532,O-,Patient strictly confidential. HIPAA Protected.
788801ad-c4e8-4420-9e57-4d5710e50e95,2709385,VST-73049104,Bryan,Miller,044-11-9557,1978-06-14,M,9292 Davidson Mount,Brownborough,IN,80000,492.493.6135x91729,tgarcia@gmail.com,Blue Cross Blue Shield,X47742721,GRP5674,2025-03-06,2025-03-13,Dr. Stephens,Fernandezfort General Hospital,F41.1,J44.9,31361,"Metformin, Albuterol, Gabapentin",LAB-4168122,B-,Patient strictly confidential. HIPAA Protected.
c813448b-0e56-421f-8968-0c4f9d9125c1,8038905,VST-98815835,Jonathon,Garner,410-45-2861,1985-09-17,M,5851 Graham Mission,Davidport,NV,91006,001-602-266-9892x8618,ruthwilson@hotmail.com,Medicaid,X67210615,GRP1223,2025-12-09,2025-12-13,Dr. Lopez,Lake Jasonbury General Hospital,I10,I10,34917,"Hydrochlorothiazide, Metformin",LAB-5128416,A-,Patient strictly confidential. HIPAA Protected.
912adb04-d3b1-41d7-933e-1272a1326d08,5398464,VST-78687388,Ariel,White,228-90-0094,1992-04-17,M,642 Haynes Crossroad Suite 130,Joseville,IN,87023,001-552-298-1929x98827,randall62@yahoo.com,Kaiser Permanente,X95596605,GRP3441,2024-12-30,2025-01-09,Dr. Ball,East Tylerbury General Hospital,Z00.00,F41.1,81298,"Furosemide, Albuterol",LAB-9776892,AB+,Patient strictly confidential. HIPAA Protected.
0f265cad-1df5-4547-a935-3139df805a56,8373756,VST-62617918,Holly,Maynard,763-71-2934,1984-04-18,F,75599 Thompson Rue Apt. 399,Lake Stephanie,AR,75646,+1-224-736-9430x800,mullinsshirley@hotmail.com,UnitedHealthcare,X03799392,GRP2020,2024-07-04,2024-07-08,Dr. Flowers,Amytown General Hospital,F41.1,M25.50,27734,"Omeprazole, Albuterol, Simvastatin",LAB-8928535,A-,Patient strictly confidential. HIPAA Protected.
17068055-153e-48d2-afdc-3c64673e4452,3358811,VST-30942171,Andrew,Gonzalez,552-48-1308,1964-01-07,M,41604 Debra Fields,Buckleyport,NM,16829,508-894-8819,lisa90@yahoo.com,Humana,X56937745,GRP5211,2025-10-03,2025-10-12,Dr. Nielsen,Youngbury General Hospital,E11.9,N39.0,91434,"Metformin, Losartan",LAB-3494925,B-,Patient strictly confidential. HIPAA Protected.
bb67a660-96c6-4f72-9a1a-95f0d8e573a8,8922446,VST-33554206,Nancy,Gilmore,325-28-7468,1970-05-25,F,31437 David Vista,Lake Margarettown,NE,05629,998.229.1009x0929,moraleserin@hotmail.com,Medicaid,X47470921,GRP1595,2025-07-03,2025-07-05,Dr. Jackson,Jonathanmouth General Hospital,E03.9,J44.9,88518,"Sertraline, Atorvastatin",LAB-5331171,AB+,Patient strictly confidential. HIPAA Protected.
041c66b9-fbc7-4d35-b694-542c5691832e,9755055,VST-69691736,Natalie,Shelton,012-59-6985,1968-12-07,M,9948 Robert Square,South Amyview,OH,65106,001-340-392-7109x830,gwendolynali@yahoo.com,Medicaid,X67788578,GRP6983,2024-12-21,2024-12-31,Dr. Rangel,Lake Jeffburgh General Hospital,E78.5,R05,29421,"Metoprolol, Albuterol",LAB-3751513,A-,Patient strictly confidential. HIPAA Protected.
b9046822-49cb-4114-bd05-f37f723d1fb1,8802999,VST-76137291,William,Davis,242-62-9182,1998-06-23,M,173 Brittany Court,Lake Peter,NH,72467,001-336-574-2759,umoreno@hotmail.com,Kaiser Permanente,X72102018,GRP8648,2024-04-02,2024-04-08,Dr. Garcia,Port Ronaldbury General Hospital,I10,M25.50,29448,"Gabapentin, Metoprolol, Lisinopril",LAB-7220388,AB+,Patient strictly confidential. HIPAA Protected.
9aec8433-b85d-417b-ac3f-5c0485b347be,6915764,VST-20367964,Curtis,Morrison,132-33-8841,1952-02-13,M,78898 Joseph Islands,West Veronicaport,ID,67210,+1-943-375-1858x745,udiaz@hotmail.com,Medicare,X23900856,GRP5484,2025-12-17,2025-12-27,Dr. White,Kellystad General Hospital,J01.90,F41.1,92117,Hydrochlorothiazide,LAB-0501270,O-,Patient strictly confidential. HIPAA Protected.
afef6db8-05c5-42c7-9870-b1ede5382862,2142561,VST-19102703,Debra,Church,520-27-1859,1988-05-05,M,54362 Mary Point,South Meghan,WV,89983,460-678-0477,erikacurry@gmail.com,Kaiser Permanente,X44812177,GRP4532,2025-07-17,2025-07-22,Dr. Taylor,East Robert General Hospital,Z00.00,I10,36826,"Lisinopril, Metoprolol",LAB-8526035,A-,Patient strictly confidential. HIPAA Protected.
8941f6bb-bcd0-4746-a3c2-d31c82d66284,1580583,VST-76311501,Matthew,Cole,122-39-3030,1948-10-01,F,15036 Carroll Bridge Suite 430,Robertmouth,MT,18332,001-672-224-2708,katherine20@gmail.com,Medicare,X88507058,GRP1175,2025-03-01,2025-03-07,Dr. Cook,West Jeremyfort General Hospital,Z00.00,N39.0,24290,Omeprazole,LAB-4017112,B-,Patient strictly confidential. HIPAA Protected.
bd0e11fd-ff68-45c6-8f4d-b34b3b626591,6108917,VST-72878369,Darin,Scott,383-64-3778,1982-11-07,F,5323 Donna Estates,Robertsview,AS,90040,293-780-0844x95961,john48@gmail.com,Blue Cross Blue Shield,X64041210,GRP2249,2025-01-12,2025-01-15,Dr. Young,Marshallstad General Hospital,B34.9,F41.1,74990,"Gabapentin, Simvastatin, Losartan",LAB-6296432,AB-,Patient strictly confidential. HIPAA Protected.
fdc9b72b-049f-4b5c-8403-0693621f6220,2447718,VST-30708052,Michael,Herrera,603-64-6145,1943-08-18,F,3234 Brett Well Apt. 295,Chelseaberg,MS,84874,457-539-6029x8662,ewatkins@yahoo.com,Medicare,X60505330,GRP6885,2025-12-15,2025-12-19,Dr. Nelson,Michellehaven General Hospital,I10,R05,73288,"Omeprazole, Gabapentin",LAB-0974793,O-,Patient strictly confidential. HIPAA Protected.
baaadd88-e7b4-43b8-ab38-f5e98d3a3975,9788918,VST-69996121,Stacy,Ali,642-13-0224,1985-03-01,F,2218 Melanie Ferry Apt. 605,Jacksonton,DE,87750,293-883-8019,corozco@gmail.com,Aetna,X14858610,GRP8091,2024-06-01,2024-06-02,Dr. Smith,South Donaldhaven General Hospital,N39.0,M54.5,98344,Atorvastatin,LAB-3813124,B+,Patient strictly confidential. HIPAA Protected.
66b18915-448a-4608-b65d-82f9e4b3d1b7,1009783,VST-40299064,Mark,Vasquez,480-76-2380,1989-09-12,M,62693 Baxter Burgs,Port Destiny,NE,47521,(362)632-0961x25064,marymcmillan@hotmail.com,Medicaid,X32177885,GRP4242,2025-09-25,2025-10-01,Dr. Phillips,Lake Jessica General Hospital,R05,I10,61518,Atorvastatin,LAB-2572828,AB+,Patient strictly confidential. HIPAA Protected.
0b3a4640-87a3-4d69-8f4c-a488845fa324,5649008,VST-68535363,Margaret,Anderson,184-94-5750,1936-01-01,M,846 Ramos Station Suite 238,Samuelshire,TN,77343,(341)594-0673x4631,millerlinda@gmail.com,Medicare,X03433543,GRP1983,2025-08-12,2025-08-17,Dr. Sparks,South Samuel General Hospital,K21.9,J44.9,56269,"Atorvastatin, Metoprolol, Metformin",LAB-6883289,B+,Patient strictly confidential. HIPAA Protected.
7a17d5a1-78c9-4e97-8273-d5ab69328bb6,8508582,VST-52430334,Daniel,Jones,130-19-7842,1938-10-14,M,653 Beasley Grove Apt. 652,South Anthony,KS,45262,+1-534-896-1367x514,stephen19@hotmail.com,Aetna,X59251188,GRP7483,2024-12-08,2024-12-11,Dr. Roy,Robertbury General Hospital,E03.9,E11.9,48920,"Levothyroxine, Amlodipine",LAB-3333979,O-,Patient strictly confidential. HIPAA Protected.
e13c73ea-e78a-4252-9732-b15038fe59bc,5907974,VST-28795923,Tyler,Travis,805-51-7877,1983-10-08,M,23946 Cooper Crossroad,Davidside,MT,16932,001-836-637-7024x6451,ilopez@gmail.com,Medicare,X04917194,GRP4314,2025-01-13,2025-01-15,Dr. Peters,West Sarah General Hospital,K21.9,J44.9,89876,"Albuterol, Sertraline, Furosemide",LAB-6692825,O+,Patient strictly confidential. HIPAA Protected.
938b6ec3-4850-4d3b-8081-210a8aa81a34,4821793,VST-84189139,Joseph,Pierce,468-25-2339,1941-10-08,F,92533 Kimberly Ridges,Susanmouth,TN,81000,+1-717-846-5746x90566,lesliesmith@yahoo.com,Medicare,X23189827,GRP6220,2025-05-08,2025-05-13,Dr. Smith,East Raymondborough General Hospital,J44.9,M25.50,55560,Amlodipine,LAB-1086416,A+,Patient strictly confidential. HIPAA Protected.
221e2b2b-775f-4ad2-99e1-d53424d5eac5,6104750,VST-11171832,Elizabeth,Mclaughlin,518-78-9644,2000-07-26,M,59783 Collins Shores Apt. 166,Figueroaberg,MN,96113,001-430-335-6251x711,timothyjames@hotmail.com,Cigna,X46063623,GRP7036,2025-08-18,2025-08-23,Dr. Barr,East Cassandra General Hospital,N39.0,K21.9,13401,"Atorvastatin, Metformin",LAB-3358037,B+,Patient strictly confidential. HIPAA Protected.
699c59ee-bd18-49b0-a469-0f189c5f90a3,5874628,VST-16463528,Alexis,Sanders,339-83-5958,1959-04-20,F,0836 Gutierrez Spring Apt. 452,Manntown,IN,71442,814.737.1633x5880,castropaula@hotmail.com,UnitedHealthcare,X45699128,GRP2679,2025-02-16,2025-02-26,Dr. Johnston,Richardsonside General Hospital,B34.9,N39.0,51057,Gabapentin,LAB-0542414,A+,Patient strictly confidential. HIPAA Protected.
92916a94-0da6-4207-ba90-f9aca6c7339b,4737112,VST-62236653,Amber,Gomez,654-21-6446,2022-03-03,F,9428 Jason Drive Apt. 131,Kennethtown,AL,43963,961.758.8615x736,fbrown@yahoo.com,Blue Cross Blue Shield,X56526448,GRP2307,2024-04-18,2024-04-23,Dr. Scott,Courtneymouth General Hospital,J01.90,K21.9,46314,"Albuterol, Simvastatin",LAB-9140004,A-,Patient strictly confidential. HIPAA Protected.
aa18767e-a61d-490a-9219-d2fa10b63328,5328504,VST-45136336,Daniel,Moran,682-98-2926,2022-06-07,M,557 Gregory Parkways,East Kristenside,KS,08455,3277097331,russojohn@yahoo.com,Aetna,X27476799,GRP6699,2024-05-12,2024-05-15,Dr. Thomas,Adrianburgh General Hospital,N39.0,K21.9,51981,"Levothyroxine, Simvastatin",LAB-0435345,O-,Patient strictly confidential. HIPAA Protected.
35aae6ef-3643-4b79-8847-f4d3f90552d2,5358799,VST-83205470,Sara,King,066-59-5354,1958-05-31,F,0530 Thomas Islands,North Ericfurt,ND,59983,644.391.4103x2991,jameslawson@hotmail.com,Humana,X21031439,GRP1969,2024-04-14,2024-04-15,Dr. Gilbert,Katherinetown General Hospital,E11.9,I10,95976,"Simvastatin, Amlodipine",LAB-2038826,B-,Patient strictly confidential. HIPAA Protected.
3aaab52f-bf58-4d55-bddd-fecadeb0008f,9205357,VST-46511906,Jeffrey,Williams,157-50-7728,1954-02-03,F,93747 Shelia Meadow Suite 673,Olsenmouth,WV,56914,259-799-4217x47468,nmeadows@yahoo.com,Kaiser Permanente,X20843351,GRP1292,2024-08-06,2024-08-14,Dr. Stevens,Lake Lisa General Hospital,E78.5,R05,64963,"Levothyroxine, Metformin",LAB-7490322,AB-,Patient strictly confidential. HIPAA Protected.
7982c4bc-d9f2-4a32-8f96-af4fa77935cb,6477191,VST-70667991,Dustin,Williams,770-16-0025,2008-05-31,M,20275 Forbes Corners,Hernandezmouth,WY,09547,001-513-448-9772,selena99@hotmail.com,Blue Cross Blue Shield,X44780447,GRP7900,2024-11-10,2024-11-11,Dr. Davis,South Teresaland General Hospital,F41.1,K21.9,66382,Hydrochlorothiazide,LAB-6563424,B-,Patient strictly confidential. HIPAA Protected.
d7008b3a-b025-48b4-bb70-3d60e177f2df,1177078,VST-46932821,Marcus,Brown,526-07-9175,2018-10-11,F,363 Harris Cliffs Apt. 344,East Ronaldtown,ND,27315,+1-816-453-8461,morrismartin@gmail.com,UnitedHealthcare,X22594755,GRP5793,2024-02-24,2024-03-05,Dr. Figueroa,Lake Angelville General Hospital,M25.50,R05,86565,"Sertraline, Furosemide",LAB-0275434,AB+,Patient strictly confidential. HIPAA Protected.
271310b6-1d44-4a6d-be3d-d8743abc55f3,3942243,VST-87244912,Kenneth,Alvarez,742-63-9854,1994-06-11,M,8727 Taylor Center Suite 731,Jasonmouth,FL,33733,(725)770-3179x892,eric41@yahoo.com,Cigna,X49496120,GRP5126,2026-01-30,2026-02-01,Dr. Evans,Lisahaven General Hospital,E78.5,I10,97260,"Simvastatin, Omeprazole",LAB-2936223,A-,Patient strictly confidential. HIPAA Protected.
4e81f5e1-e10a-457e-bb89-3b3550f38902,7895288,VST-74886637,Antonio,Vance,871-97-1687,2000-10-27,F,18617 Ashley Island,East Amber,ND,89318,555.707.4779,randygonzalez@hotmail.com,Medicare,X78875909,GRP2392,2025-11-12,2025-11-17,Dr. Walton,Port Garyport General Hospital,E03.9,I25.10,43677,Losartan,LAB-5290342,AB+,Patient strictly confidential. HIPAA Protected.
4464d3f7-a183-405f-9b6c-c5eed09402be,1185178,VST-71023092,Mark,Williams,397-64-7822,2010-03-09,M,63831 Watkins Park Suite 718,West Arianachester,AZ,32586,(208)661-2453x0304,amy95@hotmail.com,Medicaid,X35607333,GRP7805,2025-10-19,2025-10-27,Dr. Evans,Port Valerieberg General Hospital,E78.5,E78.5,30450,"Metoprolol, Gabapentin, Amlodipine",LAB-5123919,B-,Patient strictly confidential. HIPAA Protected.
810293a2-c9d4-46a1-9da5-55fbda67f208,9003788,VST-63701384,James,Edwards,016-75-9482,2001-07-26,M,69164 Johnson Meadow,North Joshua,GA,95119,(212)450-7351,jeff33@yahoo.com,UnitedHealthcare,X84151988,GRP9971,2024-09-08,2024-09-12,Dr. Curtis,Port Jimmy General Hospital,J44.9,B34.9,34999,Sertraline,LAB-5764524,O-,Patient strictly confidential. HIPAA Protected.
b6d45225-6879-425e-9f49-d7d1f572b289,5829396,VST-84057807,Laurie,Ellison,199-79-0801,2025-11-30,F,275 Andrea Pass Apt. 822,Robinsonberg,AR,48853,(529)722-6947,gregory23@yahoo.com,Medicare,X96217689,GRP9484,2025-10-10,2025-10-14,Dr. Green,Valenciaburgh General Hospital,E11.9,E78.5,59479,Furosemide,LAB-0980780,B-,Patient strictly confidential. HIPAA Protected.
5323426d-6676-4d2c-8268-6c4521a3173e,3326673,VST-76965293,Caitlin,Rosales,614-29-4877,1996-07-26,F,131 Steele Groves,Port Terrishire,LA,18267,458.804.6376,schneidertyler@yahoo.com,UnitedHealthcare,X92956056,GRP1282,2025-08-06,2025-08-14,Dr. King,New Scott General Hospital,E78.5,I25.10,57460,"Amlodipine, Gabapentin",LAB-1639975,B+,Patient strictly confidential. HIPAA Protected.
91691c95-f80b-4d89-9fb6-99742d362c09,2553642,VST-93596208,Angela,Allen,081-72-2666,1992-10-31,M,5096 Johnson Courts Apt. 734,Theresaport,VI,63027,001-731-514-1156,dlogan@gmail.com,Aetna,X86846216,GRP8130,2024-12-03,2024-12-06,Dr. Williams,Watkinstown General Hospital,M25.50,E11.9,93277,"Omeprazole, Furosemide, Hydrochlorothiazide",LAB-7979220,B-,Patient strictly confidential. HIPAA Protected.
dde76744-d565-4bd4-bb4a-f677149c0917,5294784,VST-25784150,Erin,Powers,528-42-7919,1944-09-06,F,298 Glover Trace,Davidhaven,IA,46251,+1-375-375-5760x873,qfoster@gmail.com,Blue Cross Blue Shield,X20018325,GRP5040,2025-04-15,2025-04-20,Dr. Reynolds,Jasonmouth General Hospital,Z00.00,E11.9,60370,"Sertraline, Gabapentin",LAB-9777560,O+,Patient strictly confidential. HIPAA Protected.
466eacaa-b8b2-4158-b89d-91dc320117a3,7947840,VST-56857655,Dylan,Barnett,205-85-0844,2016-12-25,M,37617 Ward Ranch,Solomonstad,RI,92823,6226331186,maxwellchad@hotmail.com,Medicare,X79112028,GRP8692,2024-04-15,2024-04-20,Dr. Washington,Ashleyland General Hospital,M54.5,Z00.00,99352,Metformin,LAB-4228166,A+,Patient strictly confidential. HIPAA Protected.
e8dd83ff-ec99-4a86-b8da-d2cd07940f1c,2840519,VST-57184368,Brian,Rose,284-99-8495,1953-01-19,M,65811 Smith Avenue Apt. 633,Carlland,NH,90423,525.517.3914,edwardsshannon@hotmail.com,UnitedHealthcare,X05074577,GRP6034,2025-03-02,2025-03-07,Dr. Perez,Port Virginiamouth General Hospital,Z00.00,E11.9,37801,"Hydrochlorothiazide, Amlodipine",LAB-4041710,O+,Patient strictly confidential. HIPAA Protected.
56caf43c-1a83-4006-9e04-0130bc88f055,8196873,VST-22027710,Antonio,Gibbs,797-51-8274,1957-03-14,M,9847 Arthur Overpass Suite 099,Nicolemouth,GA,25599,362-849-8152x011,kzuniga@yahoo.com,Medicaid,X75965641,GRP9415,2024-03-10,2024-03-11,Dr. Davies,Johnsonfurt General Hospital,I10,J44.9,44612,"Hydrochlorothiazide, Metoprolol, Amlodipine",LAB-8562752,O-,Patient strictly confidential. HIPAA Protected.
0c8164f8-1e2e-4823-ad61-2231caedeacb,8277323,VST-72483829,Mason,Smith,431-49-4570,1970-04-14,F,853 Nelson Brooks Apt. 152,New Stacymouth,IL,36746,351-668-7135x549,wendy38@yahoo.com,Humana,X78261794,GRP2999,2025-07-26,2025-08-05,Dr. Thompson,Lake Alyssa General Hospital,R05,E11.9,40396,Gabapentin,LAB-6994433,O-,Patient strictly confidential. HIPAA Protected.
b1ec6f83-bbd5-47e7-b57f-a05519014efc,6357153,VST-96945087,Taylor,Meyer,258-87-1361,1989-04-27,F,880 Kathleen Brook Suite 573,Mirandachester,MH,82676,202.671.7353x13730,elizabethford@hotmail.com,Kaiser Permanente,X08569308,GRP9668,2025-03-20,2025-03-21,Dr. Shaw,Alexandermouth General Hospital,J44.9,I10,74305,"Losartan, Furosemide, Sertraline",LAB-6097725,O-,Patient strictly confidential. HIPAA Protected.
56acb543-5633-44cf-9bd9-f381ecc8895e,9610993,VST-78330744,Joshua,Douglas,743-37-3900,2006-05-25,M,76020 Judy Village,South Lindsey,PR,02225,677.935.7484x8716,garyperry@yahoo.com,Blue Cross Blue Shield,X21903957,GRP3389,2024-03-24,2024-03-29,Dr. Frank,Janetburgh General Hospital,J44.9,Z00.00,39506,"Losartan, Lisinopril, Metformin",LAB-8532523,AB-,Patient strictly confidential. HIPAA Protected.
1a1f2d56-dadb-4635-8112-03c0e048de68,4026569,VST-69414682,Christopher,Schneider,334-80-5447,2003-09-27,M,672 Richard Inlet,Jasonberg,KY,41672,706-260-0090x63506,anthonyweber@hotmail.com,Medicaid,X74338354,GRP6835,2025-03-06,2025-03-08,Dr. Bowman,Alexandermouth General Hospital,E11.9,N39.0,22025,"Amlodipine, Simvastatin, Furosemide",LAB-3521553,B+,Patient strictly confidential. HIPAA Protected.
6504a5c1-b446-4e9f-a9ac-7f03dbb1b5db,7124031,VST-89833987,Sherry,Chaney,315-46-8025,2016-12-18,F,96734 Allison Tunnel Apt. 967,Lake Sheena,NJ,27091,268.680.8185x06242,michele63@gmail.com,Cigna,X70019882,GRP8923,2025-03-04,2025-03-08,Dr. Nash,East Lauren General Hospital,I25.10,I25.10,77378,"Gabapentin, Furosemide, Atorvastatin",LAB-6301429,A+,Patient strictly confidential. HIPAA Protected.
88d21e5b-8233-49c1-a054-944fbe42ee47,2043204,VST-89557727,Ashley,Gomez,263-71-7378,1972-11-18,F,50985 Harper Alley Suite 420,Brendanmouth,KY,62591,412-667-1036x221,carrmarcus@yahoo.com,Blue Cross Blue Shield,X89997465,GRP2247,2024-07-19,2024-07-28,Dr. Powell,East Joelshire General Hospital,K21.9,N39.0,90761,"Simvastatin, Losartan, Metoprolol",LAB-4779750,B-,Patient strictly confidential. HIPAA Protected.
3489059f-7845-4b43-9685-5b609db5781f,3246928,VST-89974674,Brett,Petty,401-78-5111,1964-03-04,F,555 Kimberly Landing,South John,NM,57523,478-225-0099,james06@hotmail.com,Humana,X76173384,GRP6160,2024-04-03,2024-04-09,Dr. Mercado,Harrismouth General Hospital,E11.9,I10,12548,"Albuterol, Omeprazole, Atorvastatin",LAB-3150133,AB+,Patient strictly confidential. HIPAA Protected.
