Transaction_ID,Transaction_Date,Value_Date,Posting_Date,GL_Code,Cost_Center,Department,Vendor_ID,Vendor_Name,Vendor_Tax_ID,Invoice_Number,Purchase_Order_No,Currency,Amount,Payment_Method,Bank_Name,Bank_Branch_Code,ABA_Routing,SWIFT_BIC,IBAN,Account_Number,Beneficiary_Name,Remittance_Info,Credit_Card_Number,CVV,Card_Expiry,Approval_Code,Internal_Risk_Score
7a28dada-0c4d-4d07-9e98-d5cb51954e94,2025-08-24,2025-08-24,2025-08-28,3644-34-EU,CC-691,greffier,VND-15372,Dobes,83-5295699,INV-203640,PO-5630,HNL,992.24,Wire Transfer,Crédit Agricole,924,129589240,GKGBGB45,DE87199867638864120492,90619824704532630547868,William Rodriguez,Glas dick nichts schwimmen gelb Finger.,,,,za0441,Critical
8c25c1ad-a407-4a6e-8130-5d93ee3a64a4,2025-05-15,2025-05-16,2025-05-16,7389-76-US,CC-232,Mining engineer,VND-31850,Bähr Stiftung & Co. KG,47-7676296,INV-519477,PO-5506,ZWD,1172.12,Wire Transfer,NatWest Group,606,097123107,REOCFRHKD51,FR3557319178445458348362158,704283184911100428,Stephanie Rios,Voluptates provident eum tenetur soluta numquam.,,,,TC9527,High
3e35b37e-66c5-4ca1-aad3-3b527edb4113,2025-04-13,2025-04-14,2025-04-16,7981-69-EU,CC-812,Tour manager,VND-31985,Fliegner GbR,51-2486040,INV-218606,PO-9925,GHS,5859.36,Wire Transfer,UBS Group,242,067592218,IJWUGBLG,GB29FNUV43766885624821,534071187665914452,Alix Jacques,Enfoncer bande admettre vue éviter.,,,,NV6784,High
f6ed8750-229b-4d3b-bc62-2619e8d6c33a,2025-05-07,2025-05-07,2025-05-09,7148-80-US,CC-976,Restaurant manager,VND-72410,"Owens, Williamson and Harrison",01-1733445,INV-339375,PO-7741,UZS,44501.78,Check,Banco Santander,410,086967633,KZPCDE1H4DX,GB19WTOQ51816250094253,59951710905446416928005,William Holt,Quaerat ducimus molestias quasi distinctio minus.,,,,IB4747,Critical
ea82afd9-004b-488b-ab5d-5825bdd7fd65,2025-12-12,2025-12-12,2025-12-12,4325-92-APAC,CC-226,Computer games developer,VND-93853,Tschentscher Lindner GmbH & Co. KGaA,45-2178219,INV-992995,PO-6337,TMT,39559.82,SEPA,Toronto-Dominion Bank,366,044209595,XPKDFRC2,GB61QXJH06835646924619,370673934752796256,Edward Walton-Lee,Tempore reiciendis maiores aspernatur.,,,,cM3294,Medium
970fbcff-38c3-4bda-a9ac-ebe4d417d000,2025-05-08,2025-05-09,2025-05-13,3599-68-EU,CC-589,Artist,VND-90290,Riehl,27-8939564,INV-720633,PO-6765,SVC,20652.45,SEPA,Deutsche Bank,977,011025676,HZHVDERIH6S,DE89887413844012948816,LLYV06158419055989,Nathaniel Olsen,Müde fallen Straße.,,,,cO9313,Low
310abd85-d91e-4657-9cc6-602ff0f6c176,2025-05-27,2025-05-29,2025-05-30,2143-90-APAC,CC-412,Structural engineer,VND-33907,Weitzel GmbH,01-1149245,INV-906085,PO-5717,JPY,23141.32,Credit Card,Banco Santander,822,040328865,ORIMGBXR28N,GB61JXIC78405899990659,52384770364334393268205,Nicholas Dominguez,Molestiae enim neque iure culpa.,3505995438952603,769,05/32,GB4912,High
04d1a0bd-e1d7-429d-bbd7-999681f068b4,2025-03-18,2025-03-20,2025-03-20,4027-27-EU,CC-139,"Designer, ceramics/pottery",VND-96095,Merle Le Gall SA,15-6560140,INV-646285,PO-8832,MAD,48568.84,Wire Transfer,Credit Suisse,847,081540958,YIGPGBIK,GB67IOSC67744371433619,65947791380232646804285,Ryan Martin,As avouer mariage claire.,,,,HJ2753,High
443b46b5-03c9-4612-b83c-75cde7eb5ea8,2025-09-15,2025-09-15,2025-09-15,6629-62-APAC,CC-300,chef de projet web/mobile,VND-55488,"Edwards, Green and Bull",57-9846597,INV-135237,PO-7647,EUR,5480.82,Wire Transfer,Toronto-Dominion Bank,750,111737738,GVPSGB3DVHW,GB65QHFS32895954049419,LWGX07553394306566,David Wright,Sorte principe ne ministre espoir.,,,,Cl6568,High
0685779e-d9e7-4125-85ec-1f0fa9b22a4e,2026-01-12,2026-01-12,2026-01-12,7971-76-APAC,CC-223,Chirurgiemechaniker,VND-87596,Underwood PLC,40-5490086,INV-346614,PO-6779,JEP,38742.89,Credit Card,Morgan Stanley,686,033629115,KEYNGBH5,FR0354116901074745177355426,ZQUR45506917242893,Honoré Foucher,Run third whatever.,3598282178380313,061,01/36,dh6018,Low
b2cc4a32-ed81-4176-86ba-9e1eea08ea18,2025-12-05,2025-12-06,2025-12-06,7212-85-EU,CC-992,Fleischer,VND-79672,Girschner Geisler AG,73-5659587,INV-735374,PO-6271,ISK,5341.4,ACH,Barclays,951,039371425,BBGNFRK8,GB57HJIL39052190748582,OEAW87588937146370,Univ.Prof. Lukas Kusch MBA.,Doloribus iusto adipisci.,,,,Ix9897,Medium
9ee1b871-bba1-43bc-8737-854fcfbf4486,2025-12-27,2025-12-27,2026-01-01,5114-69-EU,CC-802,Geoscientist,VND-66975,Heinz e.G.,94-0008886,INV-230033,PO-9358,BBD,9333.46,SEPA,BNP Paribas,684,103915063,EJOHDEHJ,DE04298956285604711678,90809204320207133653471,Denise Perkins,Every enter marriage.,,,,OA5300,Critical
2c91164c-7222-4709-8544-611aaffac829,2025-08-21,2025-08-23,2025-08-26,1229-40-APAC,CC-470,Retail banker,VND-34865,Killer Conradi OHG mbH,05-6190015,INV-823730,PO-7425,ZMW,25189.74,Credit Card,Barclays,720,079105664,ERUDGB9I5W8,GB96OFJP70837163141044,PKII59070431201184,Jeffrey Lopez,Dort setzen ein schwer draußen fressen.,501847942163,650,04/28,ta4896,Low
76968114-319a-43e2-b654-f7e9a4f64159,2025-06-22,2025-06-24,2025-06-26,5362-90-EU,CC-129,Arzt,VND-45705,Jessel KG,05-7494571,INV-667327,PO-6924,CVE,38177.81,Check,Wells Fargo,622,091196156,VDUWGBPG,GB04KAEJ79469517683852,855139821216857020,Suzanne Harris,Odit eveniet ratione vero.,,,,di4538,Medium
1fc9462b-d8a3-41ea-a984-e8d8154c37cb,2025-05-06,2025-05-08,2025-05-10,2632-30-APAC,CC-667,"Producer, radio",VND-90379,Casey-Vazquez,51-9915429,INV-856969,PO-5988,ZMW,4657.86,ACH,Wells Fargo,302,028836586,FNMVDEEA,GB89EZGA78419550064827,QSCO20257120426963,Michelle Neveu,Deleniti illo ipsa totam officia.,,,,mg8187,Medium
f9737a27-c2c8-45ac-b1c2-04040a1dfe77,2025-12-17,2025-12-19,2025-12-24,4164-65-US,CC-972,Warehouse manager,VND-29897,Vidal,54-7399692,INV-465415,PO-7777,BRL,25947.24,Check,Société Générale,844,087695111,KOHNGBOVTWL,DE56344377551104072778,UYLD82317096945786,Geoffrey Edwards-Williams,Facere voluptates quod rem id.,,,,cj8842,Medium
c97f38ff-9c8b-4a8c-95e4-09c1507f9dc9,2025-06-24,2025-06-26,2025-06-29,2453-10-US,CC-726,Theatre director,VND-18166,Moreno Ltd,27-5286842,INV-834803,PO-5976,GMD,16291.65,Wire Transfer,Lloyds Banking Group,726,117485754,SJSEGBI3,DE50765449083511289131,KDRC05528917695592,Tracy Butler,Traverser rapport cabinet même.,,,,Uc9446,Critical
6b03989e-9e7b-4599-b6e9-618485f7bd04,2025-10-05,2025-10-05,2025-10-06,1832-69-APAC,CC-648,"Horticulturist, amenity",VND-54012,Neveu et Fils,56-4319237,INV-881637,PO-5442,KPW,32956.53,SEPA,Morgan Stanley,361,026184308,JKNSDEEISH5,FR4353325831090505510069082,CTOK08319989830045,Charles Hansen,Précieux écrire d'autres afin de livrer.,,,,WL0071,High
74e61d9d-d5ae-4135-9548-496556b0cedd,2025-10-06,2025-10-07,2025-10-12,7935-93-EU,CC-220,Programmierer,VND-21403,Blanchard,36-3618759,INV-388994,PO-6149,SBD,2799.48,SEPA,Citigroup,953,028740025,YRBEGBBZ,GB93YDKU97231621777704,419857382483254132,Jérôme Gauthier,Phone left campaign especially.,,,,QL3123,High
5e099bf0-ae45-4b70-95e0-96b1183698fd,2025-04-13,2025-04-13,2025-04-16,7954-76-APAC,CC-974,"Administrator, arts",VND-94044,Riou Maillet S.A.S.,85-5075951,INV-653985,PO-7668,ZAR,46338.16,ACH,Lloyds Banking Group,951,087265923,FNXZFR7I,GB14NHYP73859496612813,IERO67637212779956,Elizabeth Cooper,Culpa harum laboriosam.,,,,Uj9532,Low
21d02651-282f-49ab-a562-41cc6599b246,2025-12-01,2025-12-03,2025-12-07,6184-61-US,CC-781,Bankkaufmann,VND-14843,Kaur Inc,03-7108411,INV-565196,PO-8171,SLL,30661.66,Check,Credit Suisse,116,121673154,JZDADE3Z,GB98VOMM62755643743422,ZEBP78477687308082,Susann Klemm,Quos velit odit aspernatur vero perferendis.,,,,wz6692,Critical
43063958-459e-4dcb-bf12-4fb606c27323,2025-08-02,2025-08-04,2025-08-06,4368-84-APAC,CC-214,Charity fundraiser,VND-53872,Didier et Fils,03-1332861,INV-440186,PO-6802,KRW,9627.52,SEPA,Bank of America,275,041113325,PZOTFRSM,DE11002225649294493285,81736963029449192697191,Vittorio Kaul,In veniam eos fugit.,,,,Rh6536,High
e6cfebf9-1026-4468-8803-beb4adc43520,2025-02-21,2025-02-23,2025-02-24,5060-47-APAC,CC-185,matelot de la Marine Nationale,VND-51429,Frank-Shaw,27-1023464,INV-143115,PO-9925,CAD,33157.29,Check,Wells Fargo,257,020683041,ULDEGBQW,DE92335436720712648241,XRES43074314925253,Adolf Ullrich,Around few choice cultural.,,,,LC0556,Low
10b6f1aa-8ddf-49b1-83ab-b914b57f3105,2026-01-29,2026-01-31,2026-02-01,6616-21-EU,CC-820,agent immobilier immobilière,VND-65645,"Evans, Thomas and Carter",32-3597366,INV-568070,PO-8725,CVE,40427.03,Check,Wells Fargo,541,102958319,QTXCFRKNUR6,DE15197840796965006004,SETL89658642789336,Terry Townsend,Bientôt d'autres chasse.,,,,pN0555,High
27111e33-d300-4bf7-b372-4ccf66a7cb6f,2025-07-04,2025-07-05,2025-07-06,6620-22-EU,CC-689,administrateur de mission humanitaire,VND-46908,"Baker, Young and Wallace",04-2728426,INV-550396,PO-5047,WST,41070.28,Check,Goldman Sachs,848,105840466,HAESFRLHFH1,FR3567881366268112056287242,GDQG98221761935679,Lynn Barker,Mieux vide valeur.,,,,VY3237,High
1e45a123-7be6-444e-a605-46fb53498eff,2025-09-06,2025-09-06,2025-09-11,5771-98-EU,CC-262,Polizist,VND-37452,Richardson-Mullen,88-4042971,INV-828210,PO-6632,GGP,26266.62,Credit Card,Morgan Stanley,823,120858103,ZIIMDEV3,DE54700986190543335322,81773882747842591594267,Sabine Joseph de Hebert,Mois seuil consulter rencontrer si claire.,371869104555858,737,12/26,jF2342,High
6e66e858-b9af-4922-902c-5f67186237fa,2025-09-30,2025-09-30,2025-10-03,7670-50-EU,CC-382,"Restaurant manager, fast food",VND-60402,"Bond, Price and Wilson",88-4383318,INV-425054,PO-7419,DOP,47357.77,Wire Transfer,Credit Suisse,281,047231007,LWMFFRPINKO,GB34IQCE88538766957211,932814073928179203,Ana Maldonado,Animal produire calmer détail signifier.,,,,eI3477,High
f91c6afe-794e-41e1-a4d1-4e40f7720a45,2025-02-17,2025-02-18,2025-02-22,1519-71-APAC,CC-884,expert en assurances,VND-44236,Brun Bazin S.A.S.,33-5663430,INV-646409,PO-9036,EGP,11000.8,Wire Transfer,Credit Suisse,774,108568965,ATFQGB1X,GB92CBEV98674385117790,19838028201501607782951,Kayla Fisher,Mal ob Wald schwer leicht.,,,,MX2796,Low
4c945c0c-6adb-4adb-835f-0e160fb07a50,2025-06-26,2025-06-27,2025-07-01,3518-28-US,CC-941,Counsellor,VND-41207,Steinberg AG & Co. OHG,23-7805990,INV-770321,PO-5672,GYD,3992.63,Check,Bank of America,747,107502294,EQYPGB9AY51,DE40596676356586022253,RSGE93024711266915,Jérôme Breton,Thank business community worry high.,,,,Iz6925,High
4462b727-6bc7-404d-9bdc-28e43cac6e29,2025-11-15,2025-11-15,2025-11-19,4106-19-US,CC-131,"Psychologist, occupational",VND-92689,Hermann KGaA,65-9969999,INV-106577,PO-6791,HTG,30691.19,SEPA,UBS Group,481,124067259,JKFDDEAT,FR6104875501543952011902466,AEWR01924393511691,Gemma Ashton,Dessiner aventure branche.,,,,qv0465,Medium
0ca0d956-9eb5-43fb-97da-ff8a87477277,2026-01-15,2026-01-15,2026-01-19,5301-42-US,CC-807,Risk analyst,VND-40913,Vasquez-Pena,27-9523376,INV-429012,PO-8106,SEK,2178.19,Check,Morgan Stanley,905,091492818,BKOOGBCX,DE34725509782594295386,TNGU45840310506336,Sybille Faust,Was Land gehen mich Klasse.,,,,uM3539,Medium
5b58a393-c35b-48e3-8458-516a5d19f0c3,2025-10-15,2025-10-15,2025-10-19,3405-21-EU,CC-271,Soil scientist,VND-25507,Johnson-Manning,27-0698043,INV-439130,PO-5891,KMF,25818.1,ACH,Banco Santander,810,068509925,TOMGDES7,GB56MQGV79608359465368,69620299200376328599465,Dylan Rodriguez,Curiosité contenir poche pour tendre.,,,,dP6562,Critical
92e4ca7f-2949-45d4-8f7f-821e3ffdc79b,2025-06-30,2025-06-30,2025-07-02,5795-12-EU,CC-790,Illustrator,VND-31748,"Gray, Crawford and Walters",82-6629149,INV-756549,PO-7549,GNF,25216.95,Credit Card,Barclays,853,065660317,UTHVGBE3,FR3868670101789136420920959,JDXW78785770170508,Guillaume de Boulay,Ramasser celui gauche chanter.,4704109660377706,368,12/27,TG6484,Critical
0132f221-4991-49eb-b78c-01e107418040,2025-11-11,2025-11-13,2025-11-13,3093-36-EU,CC-498,Ausbaufacharbeiter,VND-35977,Jones-Hawkins,03-5832002,INV-659843,PO-8557,XPF,49829.27,Check,Credit Suisse,419,095715973,RPMZDEF8,FR9642341943718337664493905,35729072883351953836213,Hildegund Etzold,Tenetur voluptatum eum beatae consequuntur.,,,,Yn2759,Critical
e2ef9bd1-9bb3-4101-908c-312b37eb96cf,2025-12-16,2025-12-16,2025-12-20,3927-71-EU,CC-163,"Engineer, building services",VND-73818,"Perez, King and Ramirez",22-0483425,INV-574409,PO-6843,MRO,13120.63,ACH,BNP Paribas,348,044764535,YIXYFRCI91G,GB96ZKRW36978209864518,NCER24393359635642,Kimberly Robinson,Whose meet consider ask.,,,,Ft8718,High
2a4b4f5f-d1da-4831-b675-c1c685ef41be,2025-03-27,2025-03-27,2025-03-30,2247-33-US,CC-989,Charity fundraiser,VND-55132,Chauvet S.A.,04-2424334,INV-428345,PO-6026,XDR,44209.45,ACH,Citigroup,420,115064481,EYZZDEVD4WK,FR8057071369181400382834503,123380958055622738,Emma Tanner,Side town amount lose fast.,,,,Oj4617,Critical
114015a2-507d-4c81-b8a8-fa17e16fe757,2025-02-05,2025-02-06,2025-02-10,4044-47-EU,CC-843,"Nurse, children's",VND-86011,Akhtar and Sons,23-8671958,INV-660658,PO-6091,ALL,38065.51,Check,Lloyds Banking Group,422,103440402,ROLTGB3Q,GB39AZHV90983426519642,SJIH48881560463730,Judith John,Officiis architecto explicabo vero totam.,,,,oK0768,High
bb9935ec-e5a4-4f05-a339-6b420dbb3cf1,2025-08-23,2025-08-25,2025-08-29,2207-95-APAC,CC-485,ouvrier agricole,VND-84316,"Malone, Koch and Wilson",90-3506876,INV-891025,PO-6964,INR,42757.9,ACH,Morgan Stanley,151,109074050,EOUHGB6243P,DE85219730311792342270,86912359828163733468421,Nicolas Thomas,Dolorem corrupti vero.,,,,hm9849,High
8bb459a1-7427-4945-b0d3-8c8b40076bef,2025-03-19,2025-03-21,2025-03-21,5188-74-US,CC-794,Chief of Staff,VND-86179,Thompson Group,56-7063904,INV-293339,PO-8653,BYR,15047.82,SEPA,Deutsche Bank,313,022453554,MDZOGBOQ6Q6,FR9337797667129020335266065,NKGE08285537832708,Rhonda Bowen,Lendemain importance lui prison soulever.,,,,za1821,High
895cf107-f849-485f-968d-b2ea50393073,2026-01-30,2026-01-30,2026-02-02,2520-56-EU,CC-989,Techniker,VND-61152,Cousin Lebrun SA,25-9887385,INV-735261,PO-8087,FJD,40434.36,Check,Credit Suisse,440,061693223,RKKRDEC72VG,GB15EBFN84098555367207,10609825799146607459184,Ms Alexandra Taylor,Poussière savoir nouveau.,,,,Ut7001,Low
6243406a-c6e0-4694-a5e9-d8e268c3429e,2025-04-19,2025-04-19,2025-04-23,5283-60-EU,CC-418,Chemikant,VND-67936,Jenkins PLC,05-0490953,INV-152363,PO-8546,PYG,47408.25,Credit Card,Royal Bank of Canada,845,090545889,TWYTFR2Q,GB07ESUD84431121870525,ZDSN11116404994883,Gerfried Zirme,Land weinen stellen schlecht Schuh gestern.,4643089060616305,361,06/26,Pu0192,Medium
5b06bf31-b954-428d-b60b-d6f1e411ac4a,2025-11-03,2025-11-03,2025-11-05,5610-49-APAC,CC-341,animateur de radio et de télévision,VND-13023,Ali Ltd,35-4665931,INV-491351,PO-6207,MDL,28270.06,SEPA,Crédit Agricole,262,119258727,DBOTDE9MMNJ,DE85874705508824816703,TLEX31761179619407,Anthony Grant,Maxime harum laborum dolor pariatur molestiae.,,,,Bn2023,Low
922db99d-812b-4920-820d-ecc32ad94034,2025-12-10,2025-12-11,2025-12-15,3158-65-US,CC-900,architecte web,VND-31085,Johnson Ltd,56-6913350,INV-993016,PO-7946,SVC,28419.32,ACH,JPMorgan Chase,189,102058484,TQDJGB7G,GB27AZZG86949753788223,HXUK19213475094807,Lesley Khan,Luft Angst dazu Eltern Berg lesen.,,,,Ge8921,Low
54a81ccd-f595-4dcf-a575-b02381d93dd8,2025-12-30,2025-12-30,2025-12-31,2322-25-APAC,CC-100,ergonome,VND-29705,"Stevenson, Woods and Hull",92-5841960,INV-693986,PO-9474,MXN,49388.64,Wire Transfer,Citigroup,483,021229064,ZZWBFRC6,FR0282180968141398082451087,48750178982235068267874,Anthony Gordon,Voll schön weiter Bauer Schüler.,,,,bM0812,Low
18faf124-2331-4ba2-b10f-585fe47abc25,2025-12-09,2025-12-11,2025-12-12,3727-40-APAC,CC-511,Altenpfleger,VND-78572,Martin Group,42-9112352,INV-829942,PO-6540,MZN,6595.36,Wire Transfer,Deutsche Bank,939,123107602,JZWOGBQKS34,FR8025372166478456779856095,96820725379128372818548,Silva Holzapfel-Henck,Body family would business international establish.,,,,SO7421,Critical
96cffbba-e8c5-4781-8092-75ee37ed9074,2025-03-29,2025-03-29,2025-04-01,2559-16-US,CC-490,projectionniste,VND-79908,Murray-Wolf,41-9026942,INV-302710,PO-9148,VEF,29709.61,SEPA,HSBC Holdings,528,091844220,EPUODEH7DU4,GB56QZRR05991279539772,HOGR15659424976658,Miss Kathleen Morgan,Set group him young again measure.,,,,Cl6327,Medium
6d983d2d-7812-461b-86d9-68b5a4e3fef4,2025-04-15,2025-04-16,2025-04-16,2245-52-APAC,CC-656,Drogist,VND-12525,"Williams, Mccormick and Valenzuela",60-1256631,INV-642677,PO-8130,RUB,29282.52,Check,HSBC Holdings,135,095943046,MAJEGB6UCZP,FR5325745287888081727646984,85314725235622710859509,Augustin Rodriguez,Maus sitzen Papa als warm fährt.,,,,vB7114,Medium
80bf84a9-2bb1-4ae6-9fea-66d2871f97b6,2026-01-20,2026-01-22,2026-01-25,4197-21-US,CC-842,Altenpfleger,VND-45653,"Rivera, Wyatt and Gay",25-8374934,INV-323565,PO-6088,GHS,8331.52,Check,Wells Fargo,472,108623350,HICEDEZ1,GB39TWMZ75874351049763,22365180508861968742614,Rotraut Wirth,Propre plan absence.,,,,zx6509,Critical
ecd77848-c843-4fd5-a213-da46163e5f79,2025-12-28,2025-12-28,2026-01-01,2493-22-APAC,CC-446,Barista,VND-46628,Brown Ltd,01-2820935,INV-424393,PO-9189,COP,46996.21,Wire Transfer,Barclays,883,118629593,BGFFGBJNAGX,DE68446483410991144106,NGWT89462755605982,Charles Stewart,Nulla tenetur nam tempora nostrum id.,,,,zv1243,Critical
2c0c79b2-4be5-4466-89a8-b9ce9e83a908,2025-04-14,2025-04-16,2025-04-21,3149-84-EU,CC-231,Data scientist,VND-65683,Rolland,46-8878162,INV-861151,PO-7126,YER,1871.78,Check,Wells Fargo,253,059315254,RKBVGBS3,GB03BZCG87801265085904,67393783380374759873918,Univ.Prof. Sandro Weinhold,Enim minus vitae ullam sit.,,,,ce8383,Low
bf7152e4-9ab0-471f-8831-ba5524b8d310,2025-09-23,2025-09-24,2025-09-29,5622-95-APAC,CC-527,"Therapist, speech and language",VND-18257,Perez SARL,83-8370976,INV-377509,PO-6174,FKP,19041.22,Wire Transfer,Crédit Agricole,587,091899408,UWTCGB9REY3,DE34826915144490024411,035621717287809815,Mr John Gill,Bald Sohn davon ging.,,,,Fa9989,High
716f9371-97d3-4a0a-bec3-07ed13200026,2025-11-11,2025-11-11,2025-11-11,7621-46-APAC,CC-599,Careers information officer,VND-10816,"Caldwell, Nielsen and Ellis",86-4012952,INV-853920,PO-5617,FJD,15193.89,Check,Goldman Sachs,393,053642127,LOMJGBUP,GB12XDJI33224935041185,574501795174970550,Mikhail Schmidt B.Eng.,Ich ruhig sagen dich ihn nehmen.,,,,MZ4236,Low
8a6d4811-c332-4d26-ac5e-f0e9a7820ce8,2025-11-17,2025-11-18,2025-11-18,1760-80-EU,CC-367,ingénieur en chef territorial,VND-49778,Chevalier Godard SA,11-5626961,INV-436642,PO-9022,ANG,3329.12,ACH,Royal Bank of Canada,603,128915640,XVCEFRSB,DE66196018228252494619,AXPB94508628479895,Aurélie Langlois,Auge immer Stein Hunger Fisch.,,,,hn2137,Medium
4a5b15b2-26c4-4943-b4fa-00b1dbe63e90,2026-01-31,2026-01-31,2026-01-31,5452-59-US,CC-372,Bäcker,VND-96398,"Jones, Cartwright and Roberts",43-6031907,INV-857635,PO-9657,MOP,24252.52,Credit Card,Citigroup,287,056810613,DINYGBBTKFX,FR4810674747821121397520392,73611862204505843666873,Sandro Thies,Cost forward on could according someone.,4503886457228761,195,01/28,JV8660,Critical
57624550-5fb3-4f87-8180-059332962d70,2025-12-11,2025-12-11,2025-12-14,7535-83-EU,CC-315,Tree surgeon,VND-97976,Leclercq,50-7867007,INV-485144,PO-8445,BYR,8245.5,Check,NatWest Group,347,107439752,RJNODE7Z536,DE67321107909596201533,VVZX83833468374403,Josh Wheeler,Corporis iure quo.,,,,CX8646,Medium
7bb10239-c1e4-4710-ae7f-c96b34cbf0cb,2025-11-12,2025-11-14,2025-11-19,4769-49-APAC,CC-820,Chemikant,VND-17695,"Ball, Stone and Khan",31-0665616,INV-857506,PO-8401,IMP,4064.51,ACH,Crédit Agricole,718,040308487,VHQRDELSDYK,FR8736274454027078495507210,JLEU68489427368344,Gilles Munoz-Marty,Television safe impact.,,,,ma9351,High
f2e652a9-e7cc-43da-b794-b895403de795,2025-05-26,2025-05-28,2025-06-02,3022-26-US,CC-700,Arzt,VND-89982,Schweitzer Winkler Stiftung & Co. KG,05-5415058,INV-884449,PO-8780,NIO,8447.94,ACH,Credit Suisse,598,022559966,VLOYGB32,FR6832640449396212821273461,60387254030722612786186,Whitney Neal,Bruder verstehen Brief steigen.,,,,cP9139,Medium
2723715b-daad-4179-a10a-5bc864ee6ee1,2025-07-10,2025-07-10,2025-07-10,3652-23-US,CC-865,Schornsteinfeger,VND-48627,Lejeune SARL,86-3461122,INV-512455,PO-5650,LAK,24528.71,Wire Transfer,Citigroup,997,116404189,OTBLDEUGARF,GB25ZNEY60029117406243,GEHB38295551649518,Wanda Trevino,Oeuvre placer ministre effort.,,,,tZ8706,Medium
dff410b7-9e3f-4933-8468-2871e3ad4cfc,2025-12-01,2025-12-03,2025-12-07,2562-71-APAC,CC-863,ingénieur forestier forestière,VND-37731,Harris Ltd,77-0123503,INV-424531,PO-7353,XCD,17737.89,Check,Toronto-Dominion Bank,648,029161881,BLXZDEVB,GB92PKDU59037478342310,CIFD76904318587620,Herwig Kallert,Option computer play.,,,,sw4833,Critical
3750fded-5792-4ff4-8bd1-383a594019bd,2025-04-20,2025-04-21,2025-04-21,4884-19-EU,CC-100,Chirurgiemechaniker,VND-58655,Butte GbR,40-7408108,INV-334646,PO-8765,KPW,17403.22,Wire Transfer,BNP Paribas,440,056338577,LMLWDEY75O3,DE71952328910578367429,912475949794622160,Robert Gardner,Iusto nemo numquam.,,,,KV7794,Critical
4997381a-2aa6-474b-be78-96aeafdc2351,2025-11-18,2025-11-19,2025-11-19,7039-95-EU,CC-314,Sales promotion account executive,VND-44985,Clayton and Sons,47-0111494,INV-829977,PO-7533,ALL,13977.06,SEPA,Bank of America,433,108466517,LWROFRO8,FR2278299990510820250774302,IMZY74566995232481,Toby Atkinson,Schauen Winter daran setzen.,,,,ON7924,Low
3c0a0540-9b5c-41fd-bf41-8b7c11c3e000,2025-04-12,2025-04-14,2025-04-16,7931-41-US,CC-632,Rural practice surveyor,VND-83744,Myers-Turner,13-4991978,INV-836970,PO-7501,RSD,29021.47,Check,Credit Suisse,428,054674107,SLAQFRE8,DE40889800903907901856,FOFP14439957048061,Frank Butler,Voluptate reiciendis praesentium eaque velit.,,,,NO6554,High
a93b4d94-85c3-4f1e-aeaf-97fc0f7562bd,2025-12-14,2025-12-14,2025-12-16,7395-79-EU,CC-610,Diplomatic Services operational officer,VND-41862,Schüler,50-2049223,INV-976758,PO-7510,JPY,27411.8,Credit Card,Deutsche Bank,427,033058281,NLIRGBDP5XD,GB25AAYN95326917815597,GYEO59690513361562,Prof. Alexandros Dobes,Tuer certes profondément ressembler que.,6011056520913043,270,06/31,DG6905,High
e54d1bb6-9a55-4e10-860c-a034819b5e78,2025-11-07,2025-11-08,2025-11-13,7651-31-US,CC-441,conseiller en insertion sociale et professionnelle,VND-48031,Berthelot Delmas S.A.R.L.,64-4033962,INV-304428,PO-9016,UZS,12263.53,Wire Transfer,JPMorgan Chase,529,025280371,VPEIFRSMMS7,DE22458644366132342520,CLSH50887049540075,Henryk Losekann,Throw day spend professor then.,,,,eS2461,Medium
85c084bb-5b24-4552-adf5-53d252f3a8fd,2025-12-12,2025-12-12,2025-12-17,5209-35-APAC,CC-206,technicien chimiste,VND-97385,Schmidt Mans GmbH & Co. KGaA,80-0819463,INV-530091,PO-7924,NGN,3482.44,Credit Card,Royal Bank of Canada,332,013858278,MNPNGBVL,GB17AMGS19414364558790,86192322188068071101288,Heinfried Davids,Arme musique arrière demeurer ministre digne.,2706517690548694,438,11/28,Av8495,Critical
12424be0-9b32-4315-9140-64307d237d33,2025-07-06,2025-07-06,2025-07-08,7351-94-EU,CC-491,Colour technologist,VND-72798,Chevalier Marty S.A.S.,05-1888527,INV-272156,PO-6877,SCR,23225.43,Wire Transfer,HSBC Holdings,230,046300887,CWHIDERP,GB37MVIL03006234819816,419449033039424472,Dr Eleanor Ryan,Score paper easy away raise.,,,,yQ7067,Low
0276d88d-adcd-4c53-b451-54781ae72d8c,2025-03-24,2025-03-26,2025-03-31,1105-85-US,CC-268,chef monteur monteuse,VND-49770,Arias-Kennedy,85-7502044,INV-510833,PO-8423,IQD,18693.87,ACH,Bank of America,594,013045874,ESQJGBO0,GB30PWRJ27189953408809,713489317167166532,Dr Mathew Tucker,Velit illum porro ipsa in maiores.,,,,fx2674,Critical
93c7282a-51b3-48cc-8005-0574e84ce33e,2025-10-14,2025-10-14,2025-10-14,3160-92-APAC,CC-264,Chirurgiemechaniker,VND-78805,Bauer GmbH,57-3331904,INV-383972,PO-6668,KHR,37334.63,Wire Transfer,Toronto-Dominion Bank,607,095289807,QEYFFR0N7CW,GB06NVNW70321462565713,TCCD20993509699366,Ann Rodriguez,D'Autres bon avec écarter prière.,,,,bQ2180,Low
